Ticker                      Company   Market_Cap       EBIT           EV       EV_EBIT
  AMTB          AMERANT BANCORP INC     792.0085    220.780    1245.2665      5.640305
  AMTX                  AEMETIS INC      92.0027    -37.218     601.1947    -16.153332
  AMWD       AMERICAN WOODMARK CORP     862.1670    144.848    1323.9000      9.139926
  AMWL           AMERICAN WELL CORP      80.6713    -94.071     -97.1327      1.032547
  AMZN               AMAZON.COM INC 2476929.4200  86497.000 2532147.4200     29.274396
    AN               AUTONATION INC    7268.0960   1342.900   17412.6960     12.966487
  ANAB               ANAPTYSBIO INC    1358.3611     47.896    1337.3631     27.922229
  ANDE                ANDERSONS INC    1799.3260    128.417    2672.4800     20.810952
  ANET          ARISTA NETWORKS INC  164639.1950   3856.100  153986.6950     39.933273
   ANF   ABERCROMBIE & FITCH  -CL A    5937.3643    734.188    6000.0293      8.172334
  ANGI                     ANGI INC     518.0017     79.995     749.5957      9.370532
  ANGO            ANGIODYNAMICS INC     418.1388    -24.062     366.1918    -15.218677
  ANIK       ANIKA THERAPEUTICS INC     133.4733    -10.455     102.2403     -9.779082
  ANIP      ANI PHARMACEUTICALS INC    1775.4395     85.053    2108.9705     24.795957
  ANIX        ANIXA BIOSCIENCES INC     136.3478    -11.701     121.3778    -10.373284
  ANNX                  ANNEXON INC     749.8023   -216.407     537.6583     -2.484477
  ANVS              ANNOVIS BIO INC      94.1085    -29.695      74.5765     -2.511416
  AORT                 ARTIVION INC    2182.1192     42.077    2354.9532     55.967707
   AOS                 SMITH (A.O.)    9265.6890    728.000    9275.3890     12.740919
  AOUT      AMERICAN OUTDOOR BRANDS     142.5126     -0.140     152.3746  -1088.390000
    AP        AMPCO-PITTSBURGH CORP     107.8632      9.631     235.4592     24.448053
   APA                     APA CORP    8633.5239   2653.000   12927.5239      4.872795
  APAM  ARTISAN PARTNERS ASSET MGMT    2871.0700    399.631    2925.5850      7.320716
   APD AIR PRODUCTS & CHEMICALS INC   60704.1994   2778.900   77254.3994     27.800352
  APEI    AMERICAN PUBLIC EDUCATION     685.1628     56.672     671.6238     11.851069
   APG               API GROUP CORP   15912.9079    694.000   18071.9079     26.040213
   APH                AMPHENOL CORP  165762.7240   6021.600  170396.2240     28.297500
  APLD         APPLIED DIGITAL CORP    1536.1353    -40.278    2125.0923    -52.760621
  APLE   APPLE HOSPITALITY REIT INC    2792.2866    244.688    4412.9986     18.035206
  APLS      APELLIS PHARMACEUTICALS    3180.7195     55.427    3187.3195     57.504817
   APO       APOLLO GLOBAL MGMT INC   83813.2896   7444.000   73584.2896      9.885047
  APOG       APOGEE ENTERPRISES INC    1026.7789    149.762    1332.4549      8.897149
   APP                APPLOVIN CORP  227962.0657   4179.493  229142.3637     54.825397
  APPF                 APPFOLIO INC    8373.0735    152.917    8159.7605     53.360715
  APPN                  APPIAN CORP    2619.4861      1.388    2731.9611   1968.271686
  APPS          DIGITAL TURBINE INC     287.7303    -47.945     665.8343    -13.887461
